latch,R20-W80,R50-W50,R80-W20,R90-W10
omcs_offset,0.019418030755113475,0.012611178529531149,0.005238290396778672,0.011606121954514364
omcs_offset_op_read_numa_qnode,0.3186559526774519,0.2914977346274913,0.26713389640553425,0.25940885782639117
